GENENAME	GENEID	ENTREZID	GENEBIOTYPE
SNRPEP2	ENSG00000256968	NA	processed_pseudogene
SNRPEP3	ENSG00000227624	NA	processed_pseudogene
SNRPEP4	ENSG00000233270	NA	processed_pseudogene
SNRPEP5	ENSG00000225642	NA	processed_pseudogene
SNRPEP6	ENSG00000217824	NA	processed_pseudogene
SNRPEP7	ENSG00000225990	NA	processed_pseudogene
SNRPEP8	ENSG00000231399	NA	processed_pseudogene
SNRPEP9	ENSG00000214124	NA	processed_pseudogene
SNRPF	ENSG00000139343	6636	protein_coding
SNRPFP1	ENSG00000231878	NA	processed_pseudogene
SNRPFP2	ENSG00000229786	NA	processed_pseudogene
SNRPFP3	ENSG00000225501	NA	processed_pseudogene
SNRPFP4	ENSG00000235627	NA	processed_pseudogene
SNRPG	ENSG00000143977	6637	protein_coding
SNRPGP1	ENSG00000258577	NA	processed_pseudogene
SNRPGP10	ENSG00000235363	NA	processed_pseudogene
SNRPGP11	ENSG00000229906	NA	processed_pseudogene
SNRPGP12	ENSG00000226734	NA	processed_pseudogene
SNRPGP13	ENSG00000231480	NA	processed_pseudogene
SNRPGP14	ENSG00000236577	NA	processed_pseudogene
SNRPGP15	ENSG00000224543	NA	processed_pseudogene
SNRPGP16	ENSG00000255287	NA	processed_pseudogene
SNRPGP17	ENSG00000271063	NA	processed_pseudogene
SNRPGP18	ENSG00000257979	NA	processed_pseudogene
SNRPGP19	ENSG00000270526	NA	processed_pseudogene
SNRPGP2	ENSG00000264350	NA	processed_pseudogene
SNRPGP20	ENSG00000271496	NA	processed_pseudogene
SNRPGP3	ENSG00000239919	NA	processed_pseudogene
SNRPGP4	ENSG00000267203	NA	processed_pseudogene
SNRPGP5	ENSG00000235763	NA	processed_pseudogene
SNRPGP6	ENSG00000205433	NA	processed_pseudogene
SNRPGP7	ENSG00000242915	NA	processed_pseudogene
SNRPGP8	ENSG00000226718	NA	processed_pseudogene
SNRPGP9	ENSG00000228551	NA	processed_pseudogene
SNRPN	ENSG00000128739	6638	protein_coding
SNTA1	ENSG00000101400	6640	protein_coding
SNTA1	LRG_332	6640	LRG_gene
SNTB1	ENSG00000172164	6641	protein_coding
SNTB2	ENSG00000168807	6645	protein_coding
SNTB2	ENSG00000260873	6645	protein_coding
SNTG1	ENSG00000147481	54212	protein_coding
SNTG2	ENSG00000172554	54221	protein_coding
SNTG2	ENSG00000281020	54221	protein_coding
SNTG2	ENSG00000281486	54221	protein_coding
SNTG2-AS1	ENSG00000235688	NA	lncRNA
SNTN	ENSG00000188817	132203	protein_coding
SNU13	ENSG00000100138	4809	protein_coding
SNUPN	ENSG00000169371	10073	protein_coding
SNURF	ENSG00000273173	8926	protein_coding
SNURFL	ENSG00000173954	NA	processed_pseudogene
SNW1	ENSG00000100603	22938	protein_coding
SNX1	ENSG00000028528	6642	protein_coding
SNX10	ENSG00000086300	29887	protein_coding
SNX11	ENSG00000002919	29916	protein_coding
SNX12	ENSG00000147164	29934	protein_coding
SNX13	ENSG00000071189	23161	protein_coding
SNX14	ENSG00000135317	57231	protein_coding
SNX15	ENSG00000110025	29907	protein_coding
SNX16	ENSG00000104497	64089	protein_coding
SNX17	ENSG00000115234	9784	protein_coding
SNX18	ENSG00000178996	112574	protein_coding
SNX18P10	ENSG00000279213	NA	processed_pseudogene
SNX18P12	ENSG00000279718	NA	processed_pseudogene
SNX18P13	ENSG00000230965	NA	processed_pseudogene
SNX18P14	ENSG00000235571	NA	processed_pseudogene
SNX18P1Y	ENSG00000274162	NA	processed_pseudogene
SNX18P2	ENSG00000232843	NA	processed_pseudogene
SNX18P23	ENSG00000250016	NA	processed_pseudogene
SNX18P23	ENSG00000288446	NA	processed_pseudogene
SNX18P24	ENSG00000251539	NA	processed_pseudogene
SNX18P25	ENSG00000249337	NA	processed_pseudogene
SNX18P26	ENSG00000227568	NA	processed_pseudogene
SNX18P26	ENSG00000282677	NA	processed_pseudogene
SNX18P27	ENSG00000253418	NA	processed_pseudogene
SNX18P3	ENSG00000225345	NA	transcribed_unprocessed_pseudogene
SNX18P4	ENSG00000229146	NA	processed_pseudogene
SNX18P5	ENSG00000275144	NA	unprocessed_pseudogene
SNX18P7	ENSG00000234373	NA	processed_pseudogene
SNX18P8	ENSG00000231390	NA	unprocessed_pseudogene
SNX18P9	ENSG00000224185	NA	processed_pseudogene
SNX19	ENSG00000120451	399979	protein_coding
SNX19P1	ENSG00000228184	NA	processed_pseudogene
SNX19P2	ENSG00000235500	NA	processed_pseudogene
SNX19P3	ENSG00000264570	NA	processed_pseudogene
SNX2	ENSG00000205302	6643	protein_coding
SNX20	ENSG00000167208	124460	protein_coding
SNX21	ENSG00000124104	90203	protein_coding
SNX22	ENSG00000157734	79856	protein_coding
SNX24	ENSG00000064652	28966	protein_coding
SNX25	ENSG00000109762	83891	protein_coding
SNX25P1	ENSG00000236809	NA	unprocessed_pseudogene
SNX27	ENSG00000143376	81609	protein_coding
SNX29	ENSG00000048471	92017	protein_coding
SNX29P1	ENSG00000158482	NA	unprocessed_pseudogene
SNX29P2	ENSG00000271699	NA	transcribed_unprocessed_pseudogene
SNX2P2	ENSG00000236460	NA	processed_pseudogene
SNX3	ENSG00000112335	8724	protein_coding
SNX30	ENSG00000148158	401548	protein_coding
SNX31	ENSG00000174226	169166	protein_coding
SNX32	ENSG00000172803	254122	protein_coding
SNX33	ENSG00000173548	257364	protein_coding
SNX33P1	ENSG00000267609	NA	processed_pseudogene
SNX3P1X	ENSG00000230543	NA	processed_pseudogene
SNX3P1Y	ENSG00000278585	NA	processed_pseudogene
SNX4	ENSG00000114520	8723	protein_coding
SNX5	ENSG00000089006	27131	protein_coding
SNX5P1	ENSG00000249858	NA	processed_pseudogene
SNX6	ENSG00000129515	58533	protein_coding
SNX6P1	ENSG00000267920	NA	processed_pseudogene
SNX7	ENSG00000162627	51375	protein_coding
SNX8	ENSG00000106266	29886	protein_coding
SNX9	ENSG00000130340	51429	protein_coding
SOAT1	ENSG00000057252	6646	protein_coding
SOAT2	ENSG00000167780	8435	protein_coding
SOBP	ENSG00000112320	55084	protein_coding
SOCS1	ENSG00000185338	8651	protein_coding
SOCS2	ENSG00000120833	8835	protein_coding
SOCS2-AS1	ENSG00000246985	NA	lncRNA
SOCS2P1	ENSG00000237662	NA	processed_pseudogene
SOCS2P2	ENSG00000224465	NA	processed_pseudogene
SOCS3	ENSG00000184557	9021	protein_coding
SOCS3	LRG_619	9021	LRG_gene
SOCS4	ENSG00000180008	122809	protein_coding
SOCS5	ENSG00000171150	9655	protein_coding
SOCS5P1	ENSG00000236610	NA	processed_pseudogene
SOCS5P2	ENSG00000224682	NA	processed_pseudogene
SOCS5P3	ENSG00000235805	NA	processed_pseudogene
SOCS5P3	ENSG00000280872	NA	processed_pseudogene
SOCS5P4	ENSG00000227536	NA	processed_pseudogene
SOCS5P5	ENSG00000216904	NA	processed_pseudogene
SOCS6	ENSG00000170677	9306	protein_coding
SOCS7	ENSG00000274211	30837	protein_coding
SOCS7	ENSG00000274229	30837	protein_coding
SOD1	ENSG00000142168	6647	protein_coding
SOD1	LRG_652	6647	LRG_gene
SOD1P1	ENSG00000219074	NA	processed_pseudogene
SOD1P2	ENSG00000261282	NA	processed_pseudogene
SOD1P3	ENSG00000253651	NA	processed_pseudogene
SOD2	ENSG00000112096	6648	protein_coding
SOD2	ENSG00000285441	6648	protein_coding
SOD2-OT1	ENSG00000285427	100129518	lncRNA
SOD2P1	ENSG00000234257	NA	processed_pseudogene
SOD3	ENSG00000109610	6649	protein_coding
SOGA1	ENSG00000149639	140710	protein_coding
SOGA3	ENSG00000214338	387104	protein_coding
SOHLH1	ENSG00000165643	402381	protein_coding
SOHLH2	ENSG00000120669	54937	protein_coding
SON	ENSG00000159140	6651	protein_coding
SORBS1	ENSG00000095637	10580	protein_coding
SORBS2	ENSG00000154556	8470	protein_coding
SORBS3	ENSG00000120896	10174	protein_coding
SORCS1	ENSG00000108018	114815	protein_coding
SORCS2	ENSG00000184985	57537	protein_coding
SORCS3	ENSG00000156395	22986	protein_coding
SORCS3-AS1	ENSG00000226387	NA	lncRNA
SORD	ENSG00000140263	6652	protein_coding
SORD2P	ENSG00000259479	NA	transcribed_unprocessed_pseudogene
SORD2P	ENSG00000282195	NA	transcribed_unprocessed_pseudogene
SORL1	ENSG00000137642	6653	protein_coding
SORT1	ENSG00000134243	6272	protein_coding
SOS1	ENSG00000115904	6654	protein_coding
SOS1	LRG_754	6654	LRG_gene
SOS1-IT1	ENSG00000229692	NA	lncRNA
SOS2	ENSG00000100485	6655	protein_coding
SOST	ENSG00000167941	50964	protein_coding
SOSTDC1	ENSG00000171243	25928	protein_coding
SOWAHA	ENSG00000198944	134548	protein_coding
SOWAHB	ENSG00000186212	345079	protein_coding
SOWAHC	ENSG00000198142	65124	protein_coding
SOWAHD	ENSG00000187808	347454	protein_coding
SOX1	ENSG00000182968	6656	protein_coding
SOX1-OT	ENSG00000224243	NA	lncRNA
SOX10	ENSG00000100146	6663	protein_coding
SOX10	LRG_271	6663	LRG_gene
SOX11	ENSG00000176887	6664	protein_coding
SOX12	ENSG00000177732	6666	protein_coding
SOX13	ENSG00000143842	9580	protein_coding
SOX14	ENSG00000168875	8403	protein_coding
SOX15	ENSG00000129194	6665	protein_coding
SOX17	ENSG00000164736	64321	protein_coding
SOX18	ENSG00000203883	54345	protein_coding
SOX2	ENSG00000181449	6657	protein_coding
SOX2	LRG_719	6657	LRG_gene
SOX2-OT	ENSG00000242808	347689	lncRNA
SOX21	ENSG00000125285	11166	protein_coding
SOX21-AS1	ENSG00000227640	NA	lncRNA
SOX3	ENSG00000134595	6658	protein_coding
SOX30	ENSG00000039600	11063	protein_coding
SOX4	ENSG00000124766	6659	protein_coding
SOX5	ENSG00000134532	6660	protein_coding
SOX5-AS1	ENSG00000256120	NA	lncRNA
SOX5P1	ENSG00000254376	NA	processed_pseudogene
SOX6	ENSG00000110693	55553	protein_coding
SOX7	ENSG00000171056	83595	protein_coding
SOX7	ENSG00000285438	83595	protein_coding
SOX8	ENSG00000005513	30812	protein_coding
SOX9	ENSG00000125398	6662	protein_coding
SOX9-AS1	ENSG00000234899	NA	lncRNA
SP1	ENSG00000185591	6667	protein_coding
SP100	ENSG00000067066	6672	protein_coding
SP110	ENSG00000135899	3431	protein_coding
SP110	LRG_109	3431	LRG_gene
SP140	ENSG00000079263	11262	protein_coding
SP140L	ENSG00000185404	93349	protein_coding
SP2	ENSG00000167182	6668	protein_coding
SP2-AS1	ENSG00000234494	NA	lncRNA
SP3	ENSG00000172845	6670	protein_coding
SP3P	ENSG00000225530	NA	processed_pseudogene
SP4	ENSG00000105866	6671	protein_coding
SP5	ENSG00000204335	389058	protein_coding
SP6	ENSG00000189120	80320	protein_coding
SP7	ENSG00000170374	121340	protein_coding
SP8	ENSG00000164651	221833	protein_coding
SP9	ENSG00000217236	100131390	protein_coding
SPA17	ENSG00000064199	53340	protein_coding
SPA17P1	ENSG00000236797	NA	transcribed_processed_pseudogene
SPAAR	ENSG00000235387	158376	protein_coding
SPACA1	ENSG00000118434	81833	protein_coding
SPACA3	ENSG00000141316	124912	protein_coding
SPACA4	ENSG00000177202	171169	protein_coding
SPACA5	ENSG00000171489	389852	protein_coding
SPACA5B	ENSG00000171478	729201	protein_coding
SPACA6	ENSG00000182310	147650	protein_coding
SPACA6P-AS	ENSG00000269959	NA	lncRNA
SPACA7	ENSG00000153498	122258	protein_coding
SPACA7	ENSG00000275865	122258	protein_coding
SPACA9	ENSG00000165698	11092	protein_coding
SPAG1	ENSG00000104450	6674	protein_coding
SPAG11A	ENSG00000178287	653423	protein_coding
SPAG11B	ENSG00000164871	10407	protein_coding
SPAG11B	ENSG00000274405	10407	protein_coding
SPAG11B	ENSG00000288309	10407	protein_coding
SPAG16	ENSG00000144451	79582	protein_coding
SPAG16-DT	ENSG00000196096	NA	lncRNA
SPAG17	ENSG00000155761	200162	protein_coding
SPAG4	ENSG00000061656	6676	protein_coding
SPAG5	ENSG00000076382	10615	protein_coding
SPAG5-AS1	ENSG00000227543	NA	lncRNA
SPAG6	ENSG00000077327	9576	protein_coding
SPAG7	ENSG00000091640	9552	protein_coding
SPAG8	ENSG00000137098	26206	protein_coding
SPAG9	ENSG00000008294	9043	protein_coding
SPAM1	ENSG00000106304	6677	protein_coding
SPANXA1	ENSG00000198021	30014	protein_coding
SPANXA2	ENSG00000203926	728712	protein_coding
SPANXA2-OT1	ENSG00000277215	NA	lncRNA
SPANXB1	ENSG00000227234	728695	protein_coding
SPANXC	ENSG00000198573	64663	protein_coding
SPANXD	ENSG00000196406	64648	protein_coding
SPANXN1	ENSG00000203923	494118	protein_coding
SPANXN2	ENSG00000268988	494119	protein_coding
SPANXN3	ENSG00000189252	139067	protein_coding
SPANXN4	ENSG00000189326	441525	protein_coding
SPANXN5	ENSG00000204363	494197	protein_coding
SPARC	ENSG00000113140	6678	protein_coding
SPARCL1	ENSG00000152583	8404	protein_coding
SPART	ENSG00000133104	23111	protein_coding
SPART-AS1	ENSG00000120664	NA	lncRNA
SPAST	ENSG00000021574	6683	protein_coding
SPAST	LRG_714	6683	LRG_gene
SPATA1	ENSG00000122432	100505741	protein_coding
SPATA12	ENSG00000186451	353324	protein_coding
SPATA13	ENSG00000182957	221178	protein_coding
SPATA13-AS1	ENSG00000227213	NA	lncRNA
SPATA16	ENSG00000144962	83893	protein_coding
SPATA17	ENSG00000162814	128153	protein_coding
SPATA17-AS1	ENSG00000234070	NA	lncRNA
SPATA18	ENSG00000163071	132671	protein_coding
SPATA19	ENSG00000166118	219938	protein_coding
SPATA2	ENSG00000158480	9825	protein_coding
SPATA20	ENSG00000006282	64847	protein_coding
SPATA20P1	ENSG00000231123	NA	processed_pseudogene
SPATA21	ENSG00000187144	374955	protein_coding
SPATA22	ENSG00000141255	84690	protein_coding
SPATA24	ENSG00000170469	202051	protein_coding
SPATA25	ENSG00000149634	128497	protein_coding
SPATA2L	ENSG00000158792	124044	protein_coding
SPATA2P1	ENSG00000228319	NA	processed_pseudogene
SPATA3	ENSG00000173699	130560	protein_coding
SPATA3-AS1	ENSG00000238062	NA	lncRNA
SPATA31A1	ENSG00000204849	647060	protein_coding
SPATA31A3	ENSG00000275969	727830	protein_coding
SPATA31A5	ENSG00000276581	727905	protein_coding
SPATA31A6	ENSG00000185775	389730	protein_coding
SPATA31A7	ENSG00000276040	26165	protein_coding
SPATA31B1P	ENSG00000231649	NA	unprocessed_pseudogene
SPATA31C1	ENSG00000230246	441452	transcribed_unprocessed_pseudogene
SPATA31C2	ENSG00000177910	645961	unprocessed_pseudogene
SPATA31D1	ENSG00000214929	389763	protein_coding
SPATA31D2P	ENSG00000237770	NA	unprocessed_pseudogene
SPATA31D3	ENSG00000186788	389762	protein_coding
SPATA31D4	ENSG00000189357	389761	protein_coding
SPATA31D5P	ENSG00000240632	NA	transcribed_unprocessed_pseudogene
SPATA31E1	ENSG00000177992	286234	protein_coding
SPATA31E2P	ENSG00000258916	NA	unprocessed_pseudogene
SPATA31E3P	ENSG00000274279	NA	unprocessed_pseudogene
SPATA31E3P	ENSG00000281846	NA	unprocessed_pseudogene
SPATA32	ENSG00000184361	124783	protein_coding
SPATA33	ENSG00000167523	124045	protein_coding
SPATA4	ENSG00000150628	132851	protein_coding
SPATA41	ENSG00000189419	NA	lncRNA
SPATA42	ENSG00000203897	NA	lncRNA
SPATA45	ENSG00000185523	149643	protein_coding
SPATA46	ENSG00000171722	284680	protein_coding
SPATA48	ENSG00000164500	100130988	protein_coding
SPATA5	ENSG00000145375	166378	protein_coding
SPATA5L1	ENSG00000171763	79029	protein_coding
SPATA6	ENSG00000132122	54558	protein_coding
SPATA6L	ENSG00000106686	55064	protein_coding
SPATA7	ENSG00000042317	55812	protein_coding
SPATA8	ENSG00000185594	145946	lncRNA
SPATA8-AS1	ENSG00000259282	NA	lncRNA
SPATA9	ENSG00000145757	83890	protein_coding
SPATC1	ENSG00000186583	375686	protein_coding
SPATC1L	ENSG00000160284	84221	protein_coding
SPATC1L	ENSG00000274679	84221	protein_coding
SPATS1	ENSG00000249481	221409	protein_coding
SPATS2	ENSG00000123352	65244	protein_coding
SPATS2L	ENSG00000196141	26010	protein_coding
SPC24	ENSG00000161888	147841	protein_coding
SPC25	ENSG00000152253	57405	protein_coding
SPC25	ENSG00000277909	57405	protein_coding
SPCS1	ENSG00000114902	28972	protein_coding
SPCS2	ENSG00000118363	9789	protein_coding
SPCS2P1	ENSG00000260928	NA	processed_pseudogene
SPCS2P2	ENSG00000270623	NA	processed_pseudogene
SPCS2P3	ENSG00000247872	NA	processed_pseudogene
SPCS2P4	ENSG00000228589	NA	processed_pseudogene
SPCS3	ENSG00000129128	60559	protein_coding
SPDEF	ENSG00000124664	25803	protein_coding
SPDL1	ENSG00000040275	54908	protein_coding
SPDYA	ENSG00000163806	245711	protein_coding
SPDYC	ENSG00000204710	387778	protein_coding
SPDYE1	ENSG00000136206	285955	protein_coding
SPDYE10P	ENSG00000274570	NA	transcribed_unprocessed_pseudogene
SPDYE11	ENSG00000275976	NA	lncRNA
SPDYE12P	ENSG00000184616	NA	unprocessed_pseudogene
SPDYE16	ENSG00000185040	102723555	protein_coding
SPDYE16	ENSG00000281950	102723555	protein_coding
SPDYE17	ENSG00000186645	102723849	unprocessed_pseudogene
SPDYE17	ENSG00000286228	100996746	protein_coding
SPDYE17	ENSG00000286228	102723849	protein_coding
SPDYE18	ENSG00000205482	NA	unprocessed_pseudogene
SPDYE19P	ENSG00000275328	NA	unprocessed_pseudogene
SPDYE2	ENSG00000205238	441273	protein_coding
SPDYE20P	ENSG00000277327	NA	unprocessed_pseudogene
SPDYE21P	ENSG00000230358	NA	protein_coding
SPDYE22P	ENSG00000266537	NA	unprocessed_pseudogene
SPDYE2B	ENSG00000173678	100310812	protein_coding
SPDYE3	ENSG00000214300	441272	protein_coding
SPDYE4	ENSG00000183318	388333	protein_coding
SPDYE5	ENSG00000170092	442590	protein_coding
SPDYE6	ENSG00000260097	729597	protein_coding
SPDYE7P	ENSG00000179994	NA	transcribed_unprocessed_pseudogene
SPDYE8P	ENSG00000273520	102723849	protein_coding
SPDYE9P	ENSG00000262461	102723849	protein_coding
SPECC1	ENSG00000128487	92521	protein_coding
SPECC1L	ENSG00000100014	23384	protein_coding
SPECC1L-ADORA2A	ENSG00000258555	NA	protein_coding
SPECC1P1	ENSG00000227790	NA	transcribed_unprocessed_pseudogene
SPECC1P2	ENSG00000244456	NA	transcribed_unprocessed_pseudogene
SPEF1	ENSG00000101222	25876	protein_coding
SPEF2	ENSG00000152582	79925	protein_coding
SPEG	ENSG00000072195	10290	protein_coding
SPEGNB	ENSG00000286095	100996693	protein_coding
SPEM1	ENSG00000181323	374768	protein_coding
SPEM1	ENSG00000284598	374768	protein_coding
SPEM2	ENSG00000184560	201243	protein_coding
SPEM2	ENSG00000283714	201243	protein_coding
SPEM3	ENSG00000283439	107983988	protein_coding
SPEM3	ENSG00000284090	107983988	protein_coding
SPEN	ENSG00000065526	23013	protein_coding
SPERT	ENSG00000174015	220082	protein_coding
SPESP1	ENSG00000258484	246777	protein_coding
SPG11	ENSG00000104133	80208	protein_coding
SPG21	ENSG00000090487	51324	protein_coding
SPG7	ENSG00000197912	6687	protein_coding
SPHAR	ENSG00000213029	10638	protein_coding
SPHK1	ENSG00000176170	8877	protein_coding
SPHK2	ENSG00000063176	56848	protein_coding
SPHKAP	ENSG00000153820	80309	protein_coding
SPI1	ENSG00000066336	6688	protein_coding
SPIB	ENSG00000269404	6689	protein_coding
SPIC	ENSG00000166211	121599	protein_coding
SPICE1	ENSG00000163611	152185	protein_coding
SPIDR	ENSG00000164808	23514	protein_coding
SPIN1	ENSG00000106723	10927	protein_coding
SPIN2A	ENSG00000147059	54466	protein_coding
SPIN2B	ENSG00000186787	474343	protein_coding
SPIN3	ENSG00000204271	169981	protein_coding
SPIN4	ENSG00000186767	139886	protein_coding
SPIN4-AS1	ENSG00000233661	NA	lncRNA
SPINDOC	ENSG00000168005	144097	protein_coding
SPINK1	ENSG00000164266	6690	protein_coding
SPINK13	ENSG00000214510	153218	protein_coding
SPINK14	ENSG00000196800	408187	protein_coding
SPINK2	ENSG00000128040	6691	protein_coding
SPINK4	ENSG00000122711	27290	protein_coding
SPINK5	ENSG00000133710	11005	protein_coding
SPINK5	LRG_110	11005	LRG_gene
SPINK6	ENSG00000178172	404203	protein_coding
SPINK7	ENSG00000145879	84651	protein_coding
SPINK8	ENSG00000229453	646424	protein_coding
SPINK9	ENSG00000204909	643394	protein_coding
SPINT1	ENSG00000166145	6692	protein_coding
SPINT1-AS1	ENSG00000261183	NA	lncRNA
SPINT2	ENSG00000167642	10653	protein_coding
SPINT3	ENSG00000101446	10816	protein_coding
SPINT4	ENSG00000149651	391253	protein_coding
SPINT5P	ENSG00000168630	NA	processed_pseudogene
SPIRE1	ENSG00000134278	56907	protein_coding
SPIRE2	ENSG00000204991	84501	protein_coding
SPN	ENSG00000197471	6693	protein_coding
SPNS1	ENSG00000169682	83985	protein_coding
SPNS2	ENSG00000183018	124976	protein_coding
SPNS3	ENSG00000182557	201305	protein_coding
SPO11	ENSG00000054796	23626	protein_coding
SPOCD1	ENSG00000134668	90853	protein_coding
SPOCK1	ENSG00000152377	6695	protein_coding
SPOCK2	ENSG00000107742	9806	protein_coding
SPOCK3	ENSG00000196104	50859	protein_coding
SPON1	ENSG00000262655	10418	protein_coding
SPON1-AS1	ENSG00000254418	NA	lncRNA
SPON2	ENSG00000159674	10417	protein_coding
SPOP	ENSG00000121067	8405	protein_coding
SPOPL	ENSG00000144228	339745	protein_coding
SPOUT1	ENSG00000198917	51490	protein_coding
SPP1	ENSG00000118785	6696	protein_coding
SPP2	ENSG00000072080	6694	protein_coding
SPPL2A	ENSG00000138600	84888	protein_coding
SPPL2B	ENSG00000005206	56928	protein_coding
SPPL2C	ENSG00000185294	162540	protein_coding
SPPL2C	ENSG00000277106	162540	protein_coding
SPPL2C	ENSG00000278194	162540	protein_coding
SPPL3	ENSG00000157837	121665	protein_coding
SPR	ENSG00000116096	6697	protein_coding
SPRED1	ENSG00000166068	161742	protein_coding
SPRED2	ENSG00000198369	200734	protein_coding
SPRED3	ENSG00000188766	399473	protein_coding
SPRN	ENSG00000203772	503542	protein_coding
SPRR1A	ENSG00000169474	6698	protein_coding
SPRR1B	ENSG00000169469	6699	protein_coding
SPRR2A	ENSG00000241794	6700	protein_coding
SPRR2B	ENSG00000196805	6701	protein_coding
SPRR2C	ENSG00000229035	NA	unprocessed_pseudogene
SPRR2D	ENSG00000163216	6703	protein_coding
SPRR2E	ENSG00000203785	6704	protein_coding
SPRR2F	ENSG00000244094	6705	protein_coding
SPRR2G	ENSG00000159516	6706	protein_coding
SPRR3	ENSG00000163209	6707	protein_coding
SPRR4	ENSG00000184148	163778	protein_coding
SPRR5	ENSG00000283227	NA	protein_coding
SPRTN	ENSG00000010072	83932	protein_coding
SPRY1	ENSG00000164056	10252	protein_coding
SPRY2	ENSG00000136158	10253	protein_coding
SPRY3	ENSG00000168939	10251	protein_coding
SPRY4	ENSG00000187678	81848	protein_coding
SPRY4-AS1	ENSG00000231185	NA	lncRNA
SPRYD3	ENSG00000167778	84926	protein_coding
SPRYD4	ENSG00000176422	283377	protein_coding
SPRYD7	ENSG00000123178	57213	protein_coding
SPRYD7P1	ENSG00000234404	NA	processed_pseudogene
SPSB1	ENSG00000171621	80176	protein_coding
SPSB2	ENSG00000111671	84727	protein_coding
SPSB3	ENSG00000162032	90864	protein_coding
SPSB4	ENSG00000175093	92369	protein_coding
SPTA1	ENSG00000163554	6708	protein_coding
SPTA1	LRG_1131	6708	LRG_gene
SPTAN1	ENSG00000197694	6709	protein_coding
SPTB	ENSG00000070182	6710	protein_coding
SPTB	LRG_1130	6710	LRG_gene
SPTBN1	ENSG00000115306	6711	protein_coding
SPTBN2	ENSG00000173898	6712	protein_coding
SPTBN4	ENSG00000160460	57731	protein_coding
SPTBN5	ENSG00000137877	51332	protein_coding
SPTLC1	ENSG00000090054	10558	protein_coding
SPTLC1	LRG_272	10558	LRG_gene
SPTLC1P1	ENSG00000230397	NA	transcribed_processed_pseudogene
SPTLC1P2	ENSG00000218512	NA	processed_pseudogene
SPTLC1P3	ENSG00000219940	NA	processed_pseudogene
SPTLC1P4	ENSG00000232678	NA	processed_pseudogene
SPTLC1P5	ENSG00000227922	NA	processed_pseudogene
SPTLC2	ENSG00000100596	9517	protein_coding
SPTLC2	LRG_371	9517	LRG_gene
SPTLC3	ENSG00000172296	55304	protein_coding
SPTSSA	ENSG00000165389	171546	protein_coding
SPTSSB	ENSG00000196542	165679	protein_coding
SPTY2D1	ENSG00000179119	144108	protein_coding
SPTY2D1OS	ENSG00000247595	100506540	protein_coding
SPX	ENSG00000134548	80763	protein_coding
SPZ1	ENSG00000164299	84654	protein_coding
SQLE	ENSG00000104549	6713	protein_coding
SQOR	ENSG00000137767	58472	protein_coding
SQSTM1	ENSG00000161011	8878	protein_coding
SQSTM1P1	ENSG00000271465	NA	processed_pseudogene
SRA1	ENSG00000213523	10011	protein_coding
SRARP	ENSG00000183888	149563	protein_coding
SRBD1	ENSG00000068784	55133	protein_coding
SRC	ENSG00000197122	6714	protein_coding
SRC	LRG_1018	6714	LRG_gene
SRCAP	ENSG00000080603	10847	protein_coding
SRCIN1	ENSG00000273608	80725	protein_coding
SRCIN1	ENSG00000277363	80725	protein_coding
SRD5A1	ENSG00000145545	6715	protein_coding
SRD5A1P1	ENSG00000232549	NA	processed_pseudogene
SRD5A2	ENSG00000277893	6716	protein_coding
SRD5A3	ENSG00000128039	79644	protein_coding
SRD5A3-AS1	ENSG00000249700	NA	lncRNA
SRD5A3P1	ENSG00000270929	NA	processed_pseudogene
SREBF1	ENSG00000072310	6720	protein_coding
SREBF2	ENSG00000198911	6721	protein_coding
SREBF2-AS1	ENSG00000184068	112637020	lncRNA
SREK1	ENSG00000153914	140890	protein_coding
SREK1IP1	ENSG00000153006	285672	protein_coding
SRF	ENSG00000112658	6722	protein_coding
SRFBP1	ENSG00000151304	153443	protein_coding
SRGAP1	ENSG00000196935	57522	protein_coding
SRGAP2	ENSG00000266028	23380	protein_coding
SRGAP2-AS1	ENSG00000230806	NA	lncRNA
SRGAP2B	ENSG00000196369	647135	protein_coding
SRGAP2C	ENSG00000171943	653464	protein_coding
SRGAP2D	ENSG00000270872	NA	unprocessed_pseudogene
SRGAP3	ENSG00000196220	9901	protein_coding
SRGAP3-AS1	ENSG00000224808	NA	lncRNA
SRGAP3-AS2	ENSG00000228723	NA	lncRNA
SRGAP3-AS3	ENSG00000227929	NA	lncRNA
SRGAP3-AS4	ENSG00000235830	NA	lncRNA
SRGN	ENSG00000122862	5552	protein_coding
SRGNP1	ENSG00000271386	NA	processed_pseudogene
SRI	ENSG00000075142	6717	protein_coding
SRI	LRG_414	6717	LRG_gene
SRIP1	ENSG00000248660	NA	processed_pseudogene
SRIP2	ENSG00000224065	NA	processed_pseudogene
SRIP3	ENSG00000224953	NA	processed_pseudogene
SRL	ENSG00000185739	6345	protein_coding
SRM	ENSG00000116649	6723	protein_coding
SRMP1	ENSG00000215448	NA	processed_pseudogene
SRMP2	ENSG00000258485	NA	processed_pseudogene
SRMS	ENSG00000125508	6725	protein_coding
SRP14	ENSG00000140319	6727	protein_coding
SRP14-AS1	ENSG00000248508	NA	lncRNA
SRP14P1	ENSG00000224906	NA	processed_pseudogene
SRP14P2	ENSG00000234106	NA	processed_pseudogene
SRP14P3	ENSG00000235183	NA	processed_pseudogene
SRP14P4	ENSG00000268062	NA	processed_pseudogene
SRP19	ENSG00000153037	6728	protein_coding
SRP54	ENSG00000100883	6729	protein_coding
